SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-20-2019,Townhouse,1907 Baywood Sq,SAN JOSE,CA,95132,845000,4,2.5,SAN JOSE,1452,1668,1974,198,582,380,Sold,,,http://www.redfin.com/CA/San-Jose/1907-Baywood-Sq-95132/home/1087104,MLSListings,ML81764084,N,Y,37.4094275,-121.8629402
PAST SALE,September-30-2019,Single Family Residential,1446 Sierra Creek Way,SAN JOSE,CA,95132,1130000,3,2.0,SAN JOSE,1446,6832,1963,188,781,,Sold,,,http://www.redfin.com/CA/San-Jose/1446-Sierra-Creek-Way-95132/home/935786,MLSListings,ML81764898,N,Y,37.4063598,-121.8520135
PAST SALE,,Condo/Co-op,1918 Vinedale Sq,San Jose,CA,95132,775000,4,3.0,,1452,,1972,,534,,,,,http://www.redfin.com/CA/San-Jose/1918-Vinedale-Sq-95132/home/1606084,,,N,Y,37.411292,-121.860155
PAST SALE,November-11-2019,Single Family Residential,3281 Woody Ln,SAN JOSE,CA,95132,1165000,4,2.5,SAN JOSE,1868,5992,1966,146,624,,Sold,,,http://www.redfin.com/CA/San-Jose/3281-Woody-Ln-95132/home/572491,MLSListings,ML81770547,N,Y,37.4133957,-121.8642443
PAST SALE,January-14-2020,Townhouse,1923 Baywood Sq,SAN JOSE,CA,95132,888000,4,2.5,SAN JOSE,1452,1616,1974,82,612,380,Sold,,,http://www.redfin.com/CA/San-Jose/1923-Baywood-Sq-95132/home/934256,MLSListings,ML81776922,Y,Y,37.4099629,-121.8631372
PAST SALE,July-1-2019,Single Family Residential,1780 Queenstown Dr,SAN JOSE,CA,95132,1085000,3,2.0,SAN JOSE,1577,7025,1972,279,688,,Sold,,,http://www.redfin.com/CA/San-Jose/1780-Queenstown-Dr-95132/home/1700780,MLSListings,ML81753098,N,Y,37.405993,-121.8624431
PAST SALE,April-10-2019,Single Family Residential,,SAN JOSE,CA,95132,1048000,3,2.0,SAN JOSE,1453,6072,1969,361,721,,Sold,,,http://www.redfin.com/CA/San-Jose/Victor-Ct-95132/home/1159637,MLSListings,ML81740664,N,Y,37.4071995,-121.8581068
PAST SALE,August-2-2019,Single Family Residential,3157 Balmoral Dr,SAN JOSE,CA,95132,1290000,4,2.0,SAN JOSE,1480,7083,1975,247,872,,Sold,,,http://www.redfin.com/CA/San-Jose/3157-Balmoral-Dr-95132/home/1017653,MLSListings,ML81752088,N,Y,37.4086852,-121.8617315
PAST SALE,July-16-2019,Single Family Residential,15221 Camelot Dr,SAN JOSE,CA,95132,1300000,4,3.0,SAN JOSE,2545,44997,1958,264,511,,Sold,,,http://www.redfin.com/CA/San-Jose/15221-Camelot-Dr-95132/home/1730768,MLSListings,ML81752050,N,Y,37.4031374,-121.8364451
PAST SALE,September-9-2019,Single Family Residential,1802 Trudean Way,SAN JOSE,CA,95132,1300000,3,2.0,SAN JOSE,1838,5896,1976,209,707,,Sold,,,http://www.redfin.com/CA/San-Jose/1802-Trudean-Way-95132/home/937161,MLSListings,ML81763928,N,Y,37.4039504,-121.8706927
PAST SALE,October-4-2019,Single Family Residential,2946 Cohansey Dr,SAN JOSE,CA,95132,1006000,3,2.0,SAN JOSE,1084,6395,1970,184,928,,Sold,,,http://www.redfin.com/CA/San-Jose/2946-Cohansey-Dr-95132/home/1636265,MLSListings,ML81750266,N,Y,37.4065936,-121.8712708
PAST SALE,April-30-2019,Single Family Residential,,SAN JOSE,CA,95132,2000000,4,3.5,SAN JOSE,4107,596772,1991,341,487,,Sold,,,http://www.redfin.com/CA/San-Jose/Sierra-Rd-95132/home/1761542,MLSListings,ML81717946,N,Y,37.40805,-121.770495
PAST SALE,July-18-2019,Single Family Residential,3344 Cavendish Dr,SAN JOSE,CA,95132,1185000,3,2.0,SAN JOSE,1372,6561,1976,262,864,,Sold,,,http://www.redfin.com/CA/San-Jose/3344-Cavendish-Dr-95132/home/1770984,MLSListings,ML81747476,N,Y,37.4128821,-121.8601971
PAST SALE,August-19-2019,Single Family Residential,2833 Babe Ruth Dr,SAN JOSE,CA,95132,1045000,4,2.0,SAN JOSE,1457,6301,1973,230,717,,Sold,,,http://www.redfin.com/CA/San-Jose/2833-Babe-Ruth-Dr-95132/home/1781461,MLSListings,ML81752562,N,Y,37.4053538,-121.8726494
PAST SALE,August-19-2019,Single Family Residential,1296 Arabelle Way,SAN JOSE,CA,95132,1210000,4,2.5,SAN JOSE,2201,4492,2001,230,550,,Sold,,,http://www.redfin.com/CA/San-Jose/1296-Arabelle-Way-95132/home/938547,MLSListings,ML81758335,N,Y,37.3988488,-121.8484997
PAST SALE,August-27-2019,Single Family Residential,2728 Camino Del Rey,SAN JOSE,CA,95132,1617500,5,3.5,SAN JOSE,3003,10881,1964,222,539,,Sold,,,http://www.redfin.com/CA/San-Jose/2728-Camino-Del-Rey-95132/home/1539117,MLSListings,ML81760411,N,Y,37.3953115,-121.8673129
PAST SALE,November-20-2019,Single Family Residential,3040 Crater Ln,SAN JOSE,CA,95132,1170000,4,2.0,SAN JOSE,1393,5953,1972,137,840,,Sold,,,http://www.redfin.com/CA/San-Jose/3040-Crater-Ln-95132/home/833989,MLSListings,ML81769095,N,Y,37.3982181,-121.8556161
PAST SALE,December-5-2019,Single Family Residential,3414 Pinnacle Dr,SAN JOSE,CA,95132,1250000,4,2.5,SAN JOSE,1935,7519,1974,122,646,,Sold,,,http://www.redfin.com/CA/San-Jose/3414-Pinnacle-Dr-95132/home/941481,MLSListings,ML81766491,N,Y,37.4044024,-121.8453861
PAST SALE,February-7-2020,Single Family Residential,1972 N Capitol Ave,SAN JOSE,CA,95132,890000,4,2.0,SAN JOSE,1427,4991,1973,58,624,15,Sold,,,http://www.redfin.com/CA/San-Jose/1972-N-Capitol-Ave-95132/home/1651274,MLSListings,ML81778044,N,Y,37.404563,-121.88347
PAST SALE,February-7-2020,Single Family Residential,2763 Longford Dr,SAN JOSE,CA,95132,1182000,4,3.0,SAN JOSE,1572,6642,1964,58,752,,Sold,,,http://www.redfin.com/CA/San-Jose/2763-Longford-Dr-95132/home/938057,MLSListings,ML81778480,N,Y,37.396597,-121.8675352
PAST SALE,May-28-2019,Single Family Residential,3819 Steinbaugh Ct,SAN JOSE,CA,95132,1350000,5,3.0,SAN JOSE,2050,17408,1965,313,659,,Sold,,,http://www.redfin.com/CA/San-Jose/3819-Steinbaugh-Ct-95132/home/1435449,MLSListings,ML81749027,N,Y,37.4011029,-121.8270585
PAST SALE,January-16-2020,Single Family Residential,3900 Sophist Dr,SAN JOSE,CA,95132,1625300,5,3.0,SAN JOSE,2855,15256,1964,80,569,,Sold,,,http://www.redfin.com/CA/San-Jose/3900-Sophist-Dr-95132/home/1406605,MLSListings,ML81776886,N,Y,37.4016756,-121.8244559
PAST SALE,July-5-2019,Townhouse,3484 Prince Phillip Ct,SAN JOSE,CA,95132,785000,3,2.5,SAN JOSE,1474,1027,1973,275,533,235,Sold,,,http://www.redfin.com/CA/San-Jose/3484-Prince-Philip-Ct-95132/home/930491,MLSListings,ML81751450,N,Y,37.413829,-121.852662
PAST SALE,June-28-2019,Single Family Residential,3194 Mattos Ave,SAN JOSE,CA,95132,1440000,5,3.5,SAN JOSE,2231,6100,1970,282,645,,Sold,,,http://www.redfin.com/CA/San-Jose/3194-Mattos-Ave-95132/home/1231839,MLSListings,ML81742963,N,Y,37.4030651,-121.8534812
PAST SALE,July-23-2019,Townhouse,1892 Shilling Ct,SAN JOSE,CA,95132,670000,3,1.5,SAN JOSE,1176,900,1971,257,570,240,Sold,,,http://www.redfin.com/CA/San-Jose/1892-Shilling-Ct-95132/home/1432833,MLSListings,ML81757348,N,Y,37.413663,-121.854071
PAST SALE,July-27-2019,Single Family Residential,3050 Crater Ln,SAN JOSE,CA,95132,1120830,4,2.0,SAN JOSE,1305,6033,1972,253,859,,Sold,,,http://www.redfin.com/CA/San-Jose/3050-Crater-Ln-95132/home/1455178,MLSListings,ML81757135,N,Y,37.3983623,-121.8552603
PAST SALE,August-2-2019,Single Family Residential,3643 Tunis Ave,SAN JOSE,CA,95132,1073000,4,2.0,SAN JOSE,1598,6444,1970,247,671,,Sold,,,http://www.redfin.com/CA/San-Jose/3643-Tunis-Ave-95132/home/1465208,MLSListings,ML81758214,N,Y,37.4183029,-121.8567725
PAST SALE,November-26-2019,Single Family Residential,3245 Desertwood Ln,SAN JOSE,CA,95132,998000,3,2.0,SAN JOSE,1570,5985,1967,131,636,,Sold,,,http://www.redfin.com/CA/San-Jose/3245-Desertwood-Ln-95132/home/1100905,MLSListings,ML81767824,N,Y,37.4145083,-121.8663567
PAST SALE,December-27-2019,Single Family Residential,3135 Hostetter Rd,SAN JOSE,CA,95132,1180000,4,3.0,SAN JOSE,1859,7600,1972,100,635,,Sold,,,http://www.redfin.com/CA/San-Jose/3135-Hostetter-Rd-95132/home/935679,MLSListings,ML81772714,N,Y,37.4054596,-121.8587739
PAST SALE,March-19-2020,Single Family Residential,3206 Zion Ln,SAN JOSE,CA,95132,1290000,3,2.0,SAN JOSE,1252,6028,1960,17,1030,,Sold,,,http://www.redfin.com/CA/San-Jose/3206-Zion-Ln-95132/home/556118,MLSListings,ML81781663,N,Y,37.399617,-121.8503233
PAST SALE,April-12-2019,Single Family Residential,3354 Onslow Way,SAN JOSE,CA,95132,1327000,4,2.0,SAN JOSE,1408,7725,1974,359,942,,Sold,,,http://www.redfin.com/CA/San-Jose/3354-Onslow-Way-95132/home/1553385,MLSListings,ML81742760,N,Y,37.3990598,-121.8451636
PAST SALE,June-12-2019,Single Family Residential,2945 Berryessa Rd,SAN JOSE,CA,95132,1326000,4,2.5,SAN JOSE,2150,6601,1970,298,617,,Sold,,,http://www.redfin.com/CA/San-Jose/2945-Berryessa-Rd-95132/home/940100,MLSListings,ML81750159,N,Y,37.3915935,-121.852903
PAST SALE,,Single Family Residential,1674 Wickham Rd,San Jose,CA,95132,1305000,4,2.0,,1598,6148,1972,,817,,,,,http://www.redfin.com/CA/San-Jose/1674-Wickham-Rd-95132/home/1609770,,,N,Y,37.4034378,-121.8625098
PAST SALE,May-22-2019,Single Family Residential,1708 Morrill Ave,SAN JOSE,CA,95132,1220000,4,2.5,SAN JOSE,1710,6539,1970,319,713,,Sold,,,http://www.redfin.com/CA/San-Jose/1708-Morrill-Ave-95132/home/1017646,MLSListings,ML81747312,N,Y,37.4027235,-121.8652671
PAST SALE,April-25-2019,Condo/Co-op,1902 Tradan Dr,SAN JOSE,CA,95132,610000,2,2.0,SAN JOSE,966,1888,1987,346,631,375,Sold,,,http://www.redfin.com/CA/San-Jose/1902-Tradan-Dr-95132/home/965219,MLSListings,ML81737648,N,Y,37.400509,-121.884103
PAST SALE,March-26-2020,Single Family Residential,1251 Burnham Dr,SAN JOSE,CA,95132,1140000,4,2.0,SAN JOSE,1517,6297,1962,10,751,,Sold,,,http://www.redfin.com/CA/San-Jose/1251-Burnham-Dr-95132/home/1159776,MLSListings,ML81782862,N,Y,37.3948326,-121.8545042
PAST SALE,May-28-2019,Single Family Residential,1352 Cutforth Ct,SAN JOSE,CA,95132,1320000,4,2.5,SAN JOSE,1769,6559,1984,313,746,,Sold,,,http://www.redfin.com/CA/San-Jose/1352-Cutforth-Ct-95132/home/1759027,MLSListings,ML81748774,N,Y,37.3964193,-121.8594855
PAST SALE,June-10-2019,Single Family Residential,2734 Royalvale Way,SAN JOSE,CA,95132,1090000,3,2.0,SAN JOSE,1041,6070,1974,300,1047,,Sold,,,http://www.redfin.com/CA/San-Jose/2734-Royalvale-Way-95132/home/1412277,MLSListings,ML81749898,N,Y,37.4058426,-121.8800311
PAST SALE,June-5-2019,Multi-Family (5+ Unit),1236 Quincy Dr,SAN JOSE,CA,95132,1500000,,,SAN JOSE,5114,10238,1973,305,293,,Sold,,,http://www.redfin.com/CA/San-Jose/1236-Quincy-Dr-95132/home/1017699,MLSListings,ML81744036,N,Y,37.3972335,-121.8484997
PAST SALE,June-12-2019,Single Family Residential,3511 Suncrest Ave,SAN JOSE,CA,95132,1370000,4,2.5,SAN JOSE,2528,8715,1965,298,542,,Sold,,,http://www.redfin.com/CA/San-Jose/3511-Suncrest-Ave-95132/home/1666456,MLSListings,ML81749860,N,Y,37.3988343,-121.8382689
PAST SALE,June-28-2019,Single Family Residential,3072 Zion Ln,SAN JOSE,CA,95132,1165000,5,3.0,SAN JOSE,2244,6344,1964,282,519,,Sold,,,http://www.redfin.com/CA/San-Jose/3072-Zion-Ln-95132/home/796140,MLSListings,ML81746947,N,Y,37.3980486,-121.853926
PAST SALE,July-10-2019,Single Family Residential,3106 Leisure Ct,SAN JOSE,CA,95132,1475000,4,2.5,SAN JOSE,2510,8001,1971,270,588,,Sold,,,http://www.redfin.com/CA/San-Jose/3106-Leisure-Ct-95132/home/1688124,MLSListings,ML81753093,N,Y,37.3958726,-121.851035
PAST SALE,September-17-2019,Condo/Co-op,2745 Somerset Park Cir,SAN JOSE,CA,95132,595000,2,2.0,SAN JOSE,831,931,1988,201,716,330,Sold,,,http://www.redfin.com/CA/San-Jose/2745-Somerset-Park-Cir-95132/home/2124779,MLSListings,ML81763544,N,Y,37.395576,-121.861334
PAST SALE,September-25-2019,Single Family Residential,2981 Postwood Dr,SAN JOSE,CA,95132,1030000,5,3.0,SAN JOSE,1786,6099,1964,193,577,,Sold,,,http://www.redfin.com/CA/San-Jose/2981-Postwood-Dr-95132/home/1511686,MLSListings,ML81762822,N,Y,37.4123943,-121.8754792
PAST SALE,,Single Family Residential,1358 Morrill Ave,San Jose,CA,95132,454500,,,,,10297,,,,,,,,http://www.redfin.com/CA/San-Jose/1358-Morrill-Ave-95132/home/95957367,,,N,Y,37.3961493,-121.8601513
PAST SALE,September-25-2019,Single Family Residential,2665 Plaza Claveles,SAN JOSE,CA,95132,1025000,4,2.0,SAN JOSE,1659,5962,1967,193,618,,Sold,,,http://www.redfin.com/CA/San-Jose/2665-Plaza-Claveles-95132/home/936267,MLSListings,ML81761371,N,Y,37.403085,-121.8782079
PAST SALE,July-11-2019,Single Family Residential,1853 Camacho Way,San Jose,CA,95132,1100000,3,2.0,San Jose,1298,6000,1973,269,847,,Sold,,,http://www.redfin.com/CA/San-Jose/1853-Camacho-Way-95132/home/796153,Bridge MLS,40851071,N,Y,37.404402,-121.8746949
