SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-16-2019,Townhouse,1803 Queen Victoria Way,SAN JOSE,CA,95132,800000,4,2.5,SAN JOSE,1474,1055,1970,233,543,235,Sold,,,http://www.redfin.com/CA/San-Jose/1803-Queen-Victoria-Way-95132/home/1503891,MLSListings,ML81753865,N,Y,37.4127,-121.852216
PAST SALE,November-6-2019,Condo/Co-op,1302 N Capitol Ave #2,SAN JOSE,CA,95132,810088,2,2.5,SAN JOSE,1450,1300,2014,151,559,210,Sold,,,http://www.redfin.com/CA/San-Jose/1302-N-Capitol-Ave-95132/unit-2/home/95955751,MLSListings,ML81769378,N,Y,37.3916832,-121.8653661
PAST SALE,June-17-2019,Condo/Co-op,1888 Piedmont Rd,SAN JOSE,CA,95132,600000,2,1.0,SAN JOSE,884,1440,1971,293,679,230,Sold,,,http://www.redfin.com/CA/San-Jose/1888-Piedmont-Rd-95132/home/934826,MLSListings,ML81737666,N,Y,37.413689,-121.854528
PAST SALE,June-25-2019,Vacant Land,0 Boulder Dr,SAN JOSE,CA,95132,186000,,,SAN JOSE,,17491,,285,,,Sold,,,http://www.redfin.com/CA/San-Jose/Boulder-Dr-95132/home/161056646,MLSListings,ML81755486,N,Y,37.399133,-121.822878
PAST SALE,November-21-2019,Single Family Residential,2057 Stonewood Ln,SAN JOSE,CA,95132,1050000,4,2.0,SAN JOSE,1480,6307,1970,136,709,,Sold,,,http://www.redfin.com/CA/San-Jose/2057-Stonewood-Ln-95132/home/571467,MLSListings,ML81773707,N,Y,37.416563,-121.8621985
PAST SALE,December-13-2019,Single Family Residential,1987 Majestic Way,SAN JOSE,CA,95132,1072500,3,2.0,SAN JOSE,1372,6202,1971,114,782,,Sold,,,http://www.redfin.com/CA/San-Jose/1987-Majestic-Way-95132/home/1127159,MLSListings,ML81775082,N,Y,37.4134802,-121.8569504
PAST SALE,,Single Family Residential,3568 Briarbrook Ct,San Jose,CA,95132,1230000,4,2.0,,1383,7267,1971,,889,,,,,http://www.redfin.com/CA/San-Jose/3568-Briarbrook-Ct-95132/home/1231768,,,N,Y,37.4149484,-121.8574397
PAST SALE,March-17-2020,Single Family Residential,1918 Conifer Ct,SAN JOSE,CA,95132,1330000,4,2.5,SAN JOSE,1786,7920,1968,19,745,,Sold,,,http://www.redfin.com/CA/San-Jose/1918-Conifer-Ct-95132/home/1149160,MLSListings,ML81780553,N,Y,37.4137598,-121.862154
PAST SALE,June-3-2019,Single Family Residential,3146 Penitencia Creek Rd,SAN JOSE,CA,95132,1280000,4,2.5,SAN JOSE,1971,6882,1976,307,649,,Sold,,,http://www.redfin.com/CA/San-Jose/3146-Penitencia-Creek-Rd-95132/home/1497494,MLSListings,ML81749820,N,Y,37.3894593,-121.8442295
PAST SALE,June-14-2019,Single Family Residential,3259 Fleur De Lis Ct,SAN JOSE,CA,95132,1185000,4,2.0,SAN JOSE,2034,6236,1976,296,583,,Sold,,,http://www.redfin.com/CA/San-Jose/3259-Fleur-De-Lis-Ct-95132/home/1545124,MLSListings,ML81748127,N,Y,37.3936683,-121.8434734
PAST SALE,July-29-2019,Single Family Residential,2682 Brookhollow Dr,SAN JOSE,CA,95132,1427000,5,3.0,SAN JOSE,2410,4303,1997,251,592,,Sold,,,http://www.redfin.com/CA/San-Jose/2682-Brookhollow-Dr-95132/home/1072467,MLSListings,ML81756063,N,Y,37.3921198,-121.8679355
PAST SALE,August-14-2019,Single Family Residential,2886 Bellini Ct,SAN JOSE,CA,95132,1125000,3,2.0,SAN JOSE,1663,6729,1970,235,676,,Sold,,,http://www.redfin.com/CA/San-Jose/2886-Bellini-Ct-95132/home/1388358,MLSListings,ML81760044,N,Y,37.3983326,-121.859619
PAST SALE,August-23-2019,Single Family Residential,2772 Longford Dr,SAN JOSE,CA,95132,1125000,5,2.5,SAN JOSE,1938,6520,1964,226,580,,Sold,,,http://www.redfin.com/CA/San-Jose/2772-Longford-Dr-95132/home/938081,MLSListings,ML81754377,N,Y,37.3964373,-121.8666903
PAST SALE,November-1-2019,Single Family Residential,3468 Whitman Way,SAN JOSE,CA,95132,1050000,3,2.5,SAN JOSE,1705,7800,1965,156,616,,Sold,,,http://www.redfin.com/CA/San-Jose/3468-Whitman-Way-95132/home/1145643,MLSListings,ML81771707,N,Y,37.3967014,-121.8384913
PAST SALE,November-12-2019,Condo/Co-op,1308 Bernoulli Pl #7,SAN JOSE,CA,95132,1108000,4,3.5,SAN JOSE,2068,1300,2014,145,536,210,Sold,,,http://www.redfin.com/CA/San-Jose/1308-Bernoulli-Pl-95132/unit-7/home/62324233,MLSListings,ML81767490,N,Y,37.3920228,-121.8653305
PAST SALE,,Single Family Residential,2739 Longford Dr,San Jose,CA,95132,920000,3,2.0,,1260,5859,1964,,730,,,,,http://www.redfin.com/CA/San-Jose/2739-Longford-Dr-95132/home/938064,,,N,Y,37.3957825,-121.8689361
PAST SALE,December-26-2019,Single Family Residential,2654 Olivestone Way,SAN JOSE,CA,95132,1030000,4,2.0,SAN JOSE,1480,5951,1977,101,696,,Sold,,,http://www.redfin.com/CA/San-Jose/2654-Olivestone-Way-95132/home/167050967,MLSListings,ML81772032,N,Y,37.3927373,-121.8697588
PAST SALE,December-20-2019,Single Family Residential,3144 Vesuvius Ln,SAN JOSE,CA,95132,1130000,3,2.0,SAN JOSE,1300,6175,1960,107,869,,Sold,,,http://www.redfin.com/CA/San-Jose/3144-Vesuvius-Ln-95132/home/737483,MLSListings,ML81775898,N,Y,37.398307,-121.8514353
PAST SALE,January-10-2020,Single Family Residential,1145 Donnora Ct,SAN JOSE,CA,95132,1340000,4,2.5,SAN JOSE,2150,7104,1972,86,623,,Sold,,,http://www.redfin.com/CA/San-Jose/1145-Donnora-Ct-95132/home/668715,MLSListings,ML81773381,N,Y,37.3948632,-121.8480104
PAST SALE,February-4-2020,Single Family Residential,1324 Morrill Ave,San Jose,CA,95132,1145000,4,2.0,San Jose,1660,6780,1969,61,690,,Sold,,,http://www.redfin.com/CA/San-Jose/1324-Morrill-Ave-95132/home/587702,Bridge MLS,40890746,N,Y,37.3949022,-121.8595967
PAST SALE,April-16-2019,Single Family Residential,3282 Tulipwood Ln,SAN JOSE,CA,95132,1080000,3,2.0,SAN JOSE,1300,6160,1964,355,831,27,Sold,,,http://www.redfin.com/CA/San-Jose/3282-Tulipwood-Ln-95132/home/571095,MLSListings,ML81741840,N,Y,37.4166218,-121.867135
PAST SALE,June-20-2019,Single Family Residential,2006 Lockwood Dr,SAN JOSE,CA,95132,1106652,4,2.0,SAN JOSE,1610,6431,1969,290,687,,Sold,,,http://www.redfin.com/CA/San-Jose/2006-Lockwood-Dr-95132/home/641807,MLSListings,ML81752433,N,Y,37.4147963,-121.8595745
PAST SALE,August-14-2019,Townhouse,1924 Piedmont Rd,SAN JOSE,CA,95132,620000,2,1.5,SAN JOSE,988,760,1970,235,628,235,Sold,,,http://www.redfin.com/CA/San-Jose/1924-Piedmont-Rd-95132/home/875542,MLSListings,ML81757529,N,Y,37.414476,-121.855053
PAST SALE,August-23-2019,Single Family Residential,2929 Via Encinitas,SAN JOSE,CA,95132,1075000,5,2.5,SAN JOSE,2002,6213,1969,226,537,,Sold,,,http://www.redfin.com/CA/San-Jose/2929-Via-Encinitas-95132/home/1461755,MLSListings,ML81745308,N,Y,37.4092794,-121.8769628
PAST SALE,September-27-2019,Single Family Residential,2960 Knights Bridge Rd,SAN JOSE,CA,95132,1050000,3,2.0,SAN JOSE,1425,6002,1970,191,737,,Sold,,,http://www.redfin.com/CA/San-Jose/2960-Knights-Bridge-Rd-95132/home/937581,MLSListings,ML81762308,N,Y,37.4045298,-121.8657563
PAST SALE,October-2-2019,Single Family Residential,1514 JAPAUL Ln,SAN JOSE,CA,95132,1000000,3,2.0,SAN JOSE,1440,6729,1971,186,694,,Sold,,,http://www.redfin.com/CA/San-Jose/1514-Japaul-Ln-95132/home/1606130,MLSListings,ML81756132,N,Y,37.4075125,-121.8560609
PAST SALE,October-16-2019,Townhouse,1928 Messina Dr,SAN JOSE,CA,95132,630000,2,1.0,SAN JOSE,968,704,1972,172,651,380,Sold,,,http://www.redfin.com/CA/San-Jose/1928-Messina-Dr-95132/home/1480672,MLSListings,ML81766360,N,Y,37.411104,-121.861784
PAST SALE,February-27-2020,Single Family Residential,1580 Wharton Rd,San Jose,CA,95132,1550000,5,3.0,Berryessa,2504,5662,1997,38,619,,Sold,,,http://www.redfin.com/CA/San-Jose/1580-Wharton-Rd-95132/home/935921,Bridge MLS,40892165,N,Y,37.4081364,-121.8493448
PAST SALE,February-27-2020,Townhouse,3326 Landess Ave Unit C,SAN JOSE,CA,95132,641500,2,1.5,SAN JOSE,976,902,1970,38,657,210,Sold,,,http://www.redfin.com/CA/San-Jose/3326-Landess-Ave-95132/unit-C/home/721210,MLSListings,ML81780534,N,Y,37.4198069,-121.8654673
PAST SALE,March-27-2020,Townhouse,1946 Tradan Dr,SAN JOSE,CA,95132,612000,2,2.0,SAN JOSE,966,5644,1987,9,634,375,Sold,,,http://www.redfin.com/CA/San-Jose/1946-Tradan-Dr-95132/home/1563315,MLSListings,ML81783412,N,Y,37.40076,-121.883915
PAST SALE,April-1-2020,Single Family Residential,1670 Old Piedmont Rd,SAN JOSE,CA,95132,1425000,3,2.0,SAN JOSE,1800,98030,1977,4,792,,Sold,,,http://www.redfin.com/CA/San-Jose/1670-Old-Piedmont-Rd-95132/home/574042,MLSListings,ML81783554,N,Y,37.4116329,-121.849834
PAST SALE,May-20-2019,Single Family Residential,2784 Longford Dr,SAN JOSE,CA,95132,1250000,4,2.5,SAN JOSE,1938,6328,1964,321,645,,Sold,,,http://www.redfin.com/CA/San-Jose/2784-Longford-Dr-95132/home/1639636,MLSListings,ML81745633,N,Y,37.3967597,-121.8661788
PAST SALE,June-21-2019,Single Family Residential,3398 Mira Vista Cir,SAN JOSE,CA,95132,1089000,4,2.0,SAN JOSE,1645,6570,1966,289,662,,Sold,,,http://www.redfin.com/CA/San-Jose/3398-Mira-Vista-Cir-95132/home/1433716,MLSListings,ML81751752,N,Y,37.3923725,-121.8396479
PAST SALE,,Single Family Residential,3554 El Grande Dr,San Jose,CA,95132,1100000,3,3.0,,2453,12585,1960,,448,,,,,http://www.redfin.com/CA/San-Jose/3554-El-Grande-Dr-95132/home/1781568,,,N,Y,37.3943714,-121.8322857
PAST SALE,August-14-2019,Single Family Residential,2652 Lucena Dr,SAN JOSE,CA,95132,1030000,3,2.0,SAN JOSE,1697,5949,1967,235,607,,Sold,,,http://www.redfin.com/CA/San-Jose/2652-Lucena-Dr-95132/home/1132494,MLSListings,ML81755181,N,Y,37.3965335,-121.8696254
PAST SALE,September-16-2019,Single Family Residential,2815 Sierra Rd,SAN JOSE,CA,95132,1035000,4,3.0,SAN JOSE,1305,6473,1972,202,793,,Sold,,,http://www.redfin.com/CA/San-Jose/2815-Sierra-Rd-95132/home/1459873,MLSListings,ML81762119,N,Y,37.3939315,-121.8606419
PAST SALE,November-19-2019,Single Family Residential,2574 Amaryl Dr,SAN JOSE,CA,95132,918000,4,2.0,SAN JOSE,1125,6004,1970,138,816,,Sold,,,http://www.redfin.com/CA/San-Jose/2574-Amaryl-Dr-95132/home/1406493,MLSListings,ML81772068,N,Y,37.3901592,-121.8608198
PAST SALE,December-24-2019,Single Family Residential,1041 Vista Oak,SAN JOSE,CA,95132,1250000,3,2.5,SAN JOSE,2230,11721,1964,103,561,,Sold,,,http://www.redfin.com/CA/San-Jose/1041-Vista-Oak-95132/home/775784,MLSListings,ML81775566,N,Y,37.3946165,-121.8346657
PAST SALE,December-20-2019,Single Family Residential,3972 Claitor Way,SAN JOSE,CA,95132,1121250,5,2.5,SAN JOSE,2418,14684,1975,107,464,,Sold,,,http://www.redfin.com/CA/San-Jose/3972-Claitor-Way-95132/home/1692665,MLSListings,ML81771316,N,Y,37.3991127,-121.8207188
PAST SALE,April-1-2020,Townhouse,1237 Sierra Village Pl,SAN JOSE,CA,95132,920000,2,2.5,SAN JOSE,1430,1762,1983,4,643,367,Sold,,,http://www.redfin.com/CA/San-Jose/1237-Sierra-Village-Pl-95132/home/1704723,MLSListings,ML81783127,N,Y,37.3936909,-121.8581556
PAST SALE,April-1-2020,Townhouse,2627 Heritage Park Cir,SAN JOSE,CA,95132,952000,2,2.5,SAN JOSE,1670,2089,1988,4,570,425,Sold,,,http://www.redfin.com/CA/San-Jose/2627-Heritage-Park-Cir-95132/home/1771030,MLSListings,ML81783682,N,Y,37.3946869,-121.8624439
PAST SALE,May-10-2019,Single Family Residential,2636 Mosswood Dr,SAN JOSE,CA,95132,1135000,3,2.0,SAN JOSE,1602,6110,1969,331,708,,Sold,,,http://www.redfin.com/CA/San-Jose/2636-Mosswood-Dr-95132/home/1218031,MLSListings,ML81747450,N,Y,37.3950653,-121.862999
PAST SALE,May-8-2019,Townhouse,2789 Sierra Village Ct,SAN JOSE,CA,95132,980000,3,2.5,SAN JOSE,1537,1549,1984,333,638,348,Sold,,,http://www.redfin.com/CA/San-Jose/2789-Sierra-Village-Ct-95132/home/638661,MLSListings,ML81743444,N,Y,37.393402,-121.857733
PAST SALE,October-25-2019,Vacant Land,841 Boulder Dr,SAN JOSE,CA,95132,269888,,,SAN JOSE,,20018,,163,,,Sold,,,http://www.redfin.com/CA/San-Jose/841-Boulder-Dr-95132/home/942286,MLSListings,ML81764057,N,Y,37.400228,-121.82334
PAST SALE,January-16-2020,Vacant Land,3968 Claitor Way,SAN JOSE,CA,95132,150000,,,SAN JOSE,,18094,,80,,,Sold,,,http://www.redfin.com/CA/San-Jose/3968-Claitor-Way-95132/home/161056641,MLSListings,ML81764227,N,Y,37.3988889,-121.820917
PAST SALE,March-12-2020,Vacant Land,,SAN JOSE,CA,95132,470000,,,SAN JOSE,,14255,,24,,,Sold,,,http://www.redfin.com/CA/SAN-JOSE/STEINBAUGH-CT-95132/home/160960386,MLSListings,ML81780344,N,Y,37.40136,-121.827406
PAST SALE,August-9-2019,Single Family Residential,3959 Mylinda Dr,SAN JOSE,CA,95132,1008000,4,3.0,SAN JOSE,2584,14046,1964,240,390,,Sold,,,http://www.redfin.com/CA/San-Jose/3959-Mylinda-Dr-95132/home/1719074,MLSListings,ML81754700,N,Y,37.4031066,-121.8228765
PAST SALE,May-20-2019,Townhouse,1904 Vinedale Sq,SAN JOSE,CA,95132,910000,4,2.5,SAN JOSE,1452,1628,1972,321,627,380,Sold,,,http://www.redfin.com/CA/San-Jose/1904-Vinedale-Sq-95132/home/934340,MLSListings,ML81745916,N,Y,37.4110125,-121.8606568
PAST SALE,,Condo/Co-op,3224 Cropley Ave,San Jose,CA,95132,2454000,4,3.0,,1452,,1976,,1690,,,,,http://www.redfin.com/CA/San-Jose/3224-Cropley-Ave-95132/home/1520262,,,N,Y,37.4115867,-121.8644866
PAST SALE,April-23-2019,Townhouse,3032 Ironside Ct,SAN JOSE,CA,95132,890000,4,2.5,SAN JOSE,1452,1694,1976,348,613,340,Sold,,,http://www.redfin.com/CA/San-Jose/3032-Ironside-Ct-95132/home/1794561,MLSListings,ML81736589,N,Y,37.4093406,-121.8633845
PAST SALE,June-25-2019,Townhouse,1932 Messina Dr,SAN JOSE,CA,95132,635100,2,1.0,SAN JOSE,968,704,1972,285,656,380,Sold,,,http://www.redfin.com/CA/San-Jose/1932-Messina-Dr-95132/home/1145491,MLSListings,ML81746925,N,Y,37.41116,-121.861899
PAST SALE,September-13-2019,Single Family Residential,1886 Wembley Ct,SAN JOSE,CA,95132,1190000,3,2.5,SAN JOSE,1579,4033,1986,205,754,130,Sold,,,http://www.redfin.com/CA/San-Jose/1886-Wembley-Ct-95132/home/864712,MLSListings,ML81762763,N,Y,37.409911,-121.8679769
PAST SALE,August-19-2019,Single Family Residential,2932 Cohansey Dr,SAN JOSE,CA,95132,1250000,4,2.0,SAN JOSE,2287,6366,1970,230,547,,Sold,,,http://www.redfin.com/CA/San-Jose/2932-Cohansey-Dr-95132/home/1650728,MLSListings,ML81757593,N,Y,37.4064251,-121.8715821
PAST SALE,June-10-2019,Single Family Residential,3505 Boysol Ct,SAN JOSE,CA,95132,1102000,3,2.0,SAN JOSE,1372,7196,1970,300,803,,Sold,,,http://www.redfin.com/CA/San-Jose/3505-Boysol-Ct-95132/home/573670,MLSListings,ML81749743,N,Y,37.4166642,-121.8601082
PAST SALE,June-19-2019,Single Family Residential,3460 Outlook Ct,SAN JOSE,CA,95132,1480000,3,3.0,SAN JOSE,2133,12096,1964,291,694,,Sold,,,http://www.redfin.com/CA/San-Jose/3460-Outlook-Ct-95132/home/1535300,MLSListings,ML81736621,N,Y,37.412565,-121.8467872
PAST SALE,May-31-2019,Single Family Residential,1203 Old Forge Ln,SAN JOSE,CA,95132,953000,3,2.0,SAN JOSE,1041,6000,1976,310,915,,Sold,,,http://www.redfin.com/CA/San-Jose/1203-Old-Forge-Ln-95132/home/1399149,MLSListings,ML81744592,N,Y,37.3874892,-121.8637106
PAST SALE,June-12-2019,Single Family Residential,1164 Sandstone Ln,SAN JOSE,CA,95132,1213800,3,2.0,SAN JOSE,1497,6062,1974,298,811,,Sold,,,http://www.redfin.com/CA/San-Jose/1164-Sandstone-Ln-95132/home/1270184,MLSListings,ML81749760,N,Y,37.3886191,-121.8594411
PAST SALE,November-20-2019,Townhouse,1308 Bernoulli Pl #6,SAN JOSE,CA,95132,930000,3,3.0,SAN JOSE,1584,1300,2014,137,587,210,Sold,,,http://www.redfin.com/CA/San-Jose/1308-Bernoulli-Pl-95132/unit-6/home/62323841,MLSListings,ML81770182,N,Y,37.3919822,-121.8652947
PAST SALE,December-4-2019,Single Family Residential,2618 Hostetter Rd,SAN JOSE,CA,95132,1110000,3,2.0,SAN JOSE,1712,11131,1972,123,648,,Sold,,,http://www.redfin.com/CA/San-Jose/2618-Hostetter-Rd-95132/home/1145536,MLSListings,ML81768424,N,Y,37.3966228,-121.8708928
PAST SALE,,Single Family Residential,2130 Warmwood Ln,San Jose,CA,95132,850000,5,3.0,,1632,5980,1964,,521,,,,,http://www.redfin.com/CA/San-Jose/2130-Warmwood-Ln-95132/home/892569,,,N,Y,37.4156547,-121.8713597
PAST SALE,February-12-2020,Townhouse,3150 Landess Ave Unit C,SAN JOSE,CA,95132,600000,2,1.5,SAN JOSE,976,850,1970,53,615,275,Sold,,,http://www.redfin.com/CA/San-Jose/3150-Landess-Ave-95132/unit-C/home/1135263,MLSListings,ML81779413,N,Y,37.4164885,-121.8729606
PAST SALE,February-14-2020,Single Family Residential,1836 Daltrey Way,SAN JOSE,CA,95132,1390000,4,3.0,SAN JOSE,2585,6000,1976,51,538,,Sold,,,http://www.redfin.com/CA/San-Jose/1836-Daltrey-Way-95132/home/937146,MLSListings,ML81779170,N,Y,37.4047929,-121.8725159
PAST SALE,March-18-2020,Single Family Residential,2658 Agua Vista Dr,SAN JOSE,CA,95132,1320000,4,2.5,SAN JOSE,1938,6101,1967,18,681,,Sold,,,http://www.redfin.com/CA/San-Jose/2658-Agua-Vista-Dr-95132/home/1639635,MLSListings,ML81782987,N,Y,37.3963654,-121.8685581
PAST SALE,March-19-2020,Single Family Residential,3128 Drywood Ln,SAN JOSE,CA,95132,1140000,4,2.0,SAN JOSE,1361,6087,1964,17,838,,Sold,,,http://www.redfin.com/CA/San-Jose/3128-Drywood-Ln-95132/home/1338255,MLSListings,ML81779966,N,Y,37.4155861,-121.8730273
PAST SALE,September-27-2019,Single Family Residential,2726 Kesey Ln,SAN JOSE,CA,95132,1410000,4,2.0,SAN JOSE,2082,6000,1976,191,677,,Sold,,,http://www.redfin.com/CA/San-Jose/2726-Kesey-Ln-95132/home/938096,MLSListings,ML81760501,N,Y,37.4019831,-121.8734943
PAST SALE,October-11-2019,Single Family Residential,2536 Amaryl Ct,SAN JOSE,CA,95132,850000,4,1.5,SAN JOSE,1125,6185,1970,177,756,,Sold,,,http://www.redfin.com/CA/San-Jose/2536-Amaryl-Ct-95132/home/1481556,MLSListings,ML81761434,N,Y,37.390033,-121.8622429
PAST SALE,October-23-2019,Single Family Residential,1948 Camargo Dr,SAN JOSE,CA,95132,970000,6,2.0,SAN JOSE,2352,6101,1970,165,412,,Sold,,,http://www.redfin.com/CA/San-Jose/1948-Camargo-Dr-95132/home/728026,MLSListings,ML81760346,N,Y,37.4083629,-121.8757622
PAST SALE,November-18-2019,Vacant Land,0 Sierra Rd,SAN JOSE,CA,95132,4625000,,,SAN JOSE,,26136000,,139,,,Sold,,,http://www.redfin.com/CA/San-Jose/Sierra-Rd-95132/home/1205471,MLSListings,ML81776011,N,Y,37.401322,-121.840094
PAST SALE,,Townhouse,1812 QUEEN VICTORIA,SAN JOSE,CA,95132,,4,3.0,,1474,,1970,,,,Sold,,,http://www.redfin.com/CA/San-Jose/1812-Queen-Victoria-Way-95132/home/935159,MLSListings,,N,Y,37.412831,-121.85184
PAST SALE,,Single Family Residential,1410 Danby Ave,San Jose,CA,95132,1760000,3,2.0,,1325,5980,1962,,1328,,,,,http://www.redfin.com/CA/San-Jose/1410-Danby-Ave-95132/home/1330667,,,N,Y,37.4012571,-121.8551269
PAST SALE,March-9-2020,Single Family Residential,2801 Lucena Dr,SAN JOSE,CA,95132,1175000,4,2.0,SAN JOSE,1478,6900,1965,27,795,,Sold,,,http://www.redfin.com/CA/San-Jose/2801-Lucena-Dr-95132/home/1692499,MLSListings,ML81781208,N,Y,37.3989356,-121.8670016
PAST SALE,April-22-2019,Single Family Residential,2416 Old Gate Ct,SAN JOSE,CA,95132,1040000,4,2.0,SAN JOSE,1694,8280,1976,349,614,,Sold,,,http://www.redfin.com/CA/San-Jose/2416-Old-Gate-Ct-95132/home/1322943,MLSListings,ML81739800,N,Y,37.3904479,-121.8662455
PAST SALE,April-16-2019,Single Family Residential,2466 Old Elm Ct,SAN JOSE,CA,95132,1053000,4,2.0,SAN JOSE,1234,6000,1976,355,853,,Sold,,,http://www.redfin.com/CA/San-Jose/2466-Old-Elm-Ct-95132/home/1501553,MLSListings,ML81744560,N,Y,37.3881227,-121.8653561
PAST SALE,,Single Family Residential,1396 Old Stone Way,San Jose,CA,95132,995000,3,2.0,,1577,6091,1977,,631,,,,,http://www.redfin.com/CA/San-Jose/1396-Old-Stone-Way-95132/home/1671459,,,N,Y,37.392496,-121.870626
PAST SALE,June-28-2019,Condo/Co-op,1315 Venturi Dr #3,SAN JOSE,CA,95132,850000,2,2.0,SAN JOSE,1464,598,2014,282,581,210,Sold,,,http://www.redfin.com/CA/San-Jose/1315-Venturi-Dr-95132/unit-3/home/63730971,MLSListings,ML81746922,N,Y,37.3920124,-121.8650176
PAST SALE,March-19-2020,Townhouse,3388 Landess Ave Unit D,SAN JOSE,CA,95132,672000,3,1.5,SAN JOSE,1130,901,1970,17,595,210,Sold,,,http://www.redfin.com/CA/San-Jose/3388-Landess-Ave-95132/unit-D/home/1177910,MLSListings,ML81782509,Y,Y,37.4213502,-121.8618872
PAST SALE,March-24-2020,Townhouse,2892 KINGSGATE Ct,SAN JOSE,CA,95132,693000,3,1.5,SAN JOSE,1121,1435,1972,12,618,220,Sold,,,http://www.redfin.com/CA/San-Jose/2892-Kingsgate-Ct-95132/home/1574256,MLSListings,ML81777710,N,Y,37.4126976,-121.8786723
PAST SALE,March-27-2020,Condo/Co-op,2028 Tradan Dr,SAN JOSE,CA,95132,600000,2,2.0,SAN JOSE,988,,1987,9,607,375,Sold,,,http://www.redfin.com/CA/San-Jose/2028-Tradan-Dr-95132/home/1114947,MLSListings,ML81781702,N,Y,37.401527,-121.883088
PAST SALE,,Single Family Residential,3290 Farthing Way,San Jose,CA,95132,850000,3,2.0,,1412,6560,1971,,602,,,,,http://www.redfin.com/CA/San-Jose/3290-Farthing-Way-95132/home/1480008,,,N,Y,37.41091908208323,-121.85597189999999
PAST SALE,January-21-2020,Single Family Residential,1365 Vance Dr,SAN JOSE,CA,95132,1258000,4,2.0,SAN JOSE,1675,6475,1974,75,751,,Sold,,,http://www.redfin.com/CA/San-Jose/1365-Vance-Dr-95132/home/1101193,MLSListings,ML81777675,N,Y,37.4033724,-121.845564
PAST SALE,March-19-2020,Single Family Residential,1006 Belford Dr,SAN JOSE,CA,95132,1250000,4,2.0,SAN JOSE,1580,7224,1970,17,791,,Sold,,,http://www.redfin.com/CA/San-Jose/1006-Belford-Dr-95132/home/1052803,MLSListings,ML81782297,N,Y,37.3847389,-121.8565946
PAST SALE,March-20-2020,Single Family Residential,3147 Hostetter Rd,SAN JOSE,CA,95132,1110000,4,2.0,SAN JOSE,1383,8551,1971,16,803,,Sold,,,http://www.redfin.com/CA/San-Jose/3147-Hostetter-Rd-95132/home/1110533,MLSListings,ML81783136,N,Y,37.4058025,-121.8585071
PAST SALE,March-9-2020,Single Family Residential,1243 Gehrig Ave,SAN JOSE,CA,95132,1260000,3,2.0,SAN JOSE,1460,6086,1962,27,863,,Sold,,,http://www.redfin.com/CA/San-Jose/1243-Gehrig-Ave-95132/home/1598858,MLSListings,ML81779447,N,Y,37.3953259,-121.8528586
PAST SALE,March-12-2020,Single Family Residential,4001 Claitor Way,SAN JOSE,CA,95132,1800000,5,4.0,SAN JOSE,3440,55625,1998,24,523,,Sold,,,http://www.redfin.com/CA/San-Jose/4001-Claitor-Way-95132/home/1187707,MLSListings,ML81782389,N,Y,37.3990128,-121.8186055
PAST SALE,September-27-2019,Single Family Residential,1053 Heatherfield Ln,SAN JOSE,CA,95132,1170000,3,2.0,SAN JOSE,1374,6200,1969,191,852,,Sold,,,http://www.redfin.com/CA/San-Jose/1053-Heatherfield-Ln-95132/home/1298353,MLSListings,ML81766632,N,Y,37.38713,-121.8552603
PAST SALE,August-8-2019,Single Family Residential,3953 Perie Ln,SAN JOSE,CA,95132,1135000,4,2.0,SAN JOSE,2028,14371,1967,241,560,,Sold,,,http://www.redfin.com/CA/San-Jose/3953-Perie-Ln-95132/home/1553963,MLSListings,ML81758749,N,Y,37.4040241,-121.8233882
PAST SALE,April-8-2019,Single Family Residential,1287 Sierra Ct,SAN JOSE,CA,95132,1099900,4,3.0,SAN JOSE,1530,5944,1973,363,719,,Sold,,,http://www.redfin.com/CA/San-Jose/1287-Sierra-Ct-95132/home/1780539,MLSListings,ML81741753,N,Y,37.3918032,-121.8633548
PAST SALE,June-7-2019,Single Family Residential,1212 Adams Dr,SAN JOSE,CA,95132,1066000,3,2.0,SAN JOSE,1460,6234,1962,303,730,,Sold,,,http://www.redfin.com/CA/San-Jose/1212-Adams-Dr-95132/home/1422139,MLSListings,ML81748822,N,Y,37.3946279,-121.8526806
PAST SALE,,Single Family Residential,1170 Keystone Ct,San Jose,CA,95132,1241500,4,3.0,,2360,6719,1974,,526,,,,,http://www.redfin.com/CA/San-Jose/1170-Keystone-Ct-95132/home/939379,,,N,Y,37.3896336,-121.8580623
PAST SALE,August-21-2019,Single Family Residential,1141 Summertree Ct,SAN JOSE,CA,95132,1230000,4,2.5,SAN JOSE,2124,6394,1975,228,579,,Sold,,,http://www.redfin.com/CA/San-Jose/1141-Summertree-Ct-95132/home/939182,MLSListings,ML81760315,N,Y,37.3897987,-121.8545042
